,0
128,19.971698113207548
129,30.490566037735864
130,18.943396226415096
131,18.830188679245285
132,9.056603773584905
133,10.830188679245287
134,19.971698113207548
135,19.028301886792455
136,6.056603773584905
137,17.056603773584907
138,30.915094339622645
139,39.547169811320764
140,8.943396226415095
141,14.056603773584905
142,6.056603773584905
143,9.943396226415095
144,8.0
145,23.028301886792455
146,13.0
147,23.57547169811322
148,32.716981132075475
149,37.933962264150935
150,32.037735849056624
151,38.66981132075472
152,39.264150943396245
153,23.462264150943412
154,39.37735849056605
155,9.915094339622643
156,15.971698113207546
157,8.0
158,38.86792452830189
159,15.88679245283019
160,38.811320754717
161,28.433962264150956
162,19.056603773584907
163,36.49056603773587
164,12.773584905660384
165,33.37735849056605
166,19.028301886792455
167,32.29245283018869
168,14.0
169,38.55660377358491
170,15.716981132075476
171,21.056603773584907
172,23.773584905660382
173,38.415094339622634
174,28.150943396226427
175,19.74528301886793
176,10.028301886792454
177,38.86792452830189
178,38.471698113207566
179,38.86792452830189
180,13.77358490566038
181,38.78301886792453
182,23.3490566037736
183,39.066037735849065
184,25.405660377358508
185,38.86792452830189
186,28.207547169811342
187,37.3490566037736
188,36.754716981132084
189,39.094339622641535
190,38.86792452830189
191,37.849056603773576
192,23.858490566037737
193,38.358490566037744
194,37.79245283018867
195,35.20754716981134
196,38.132075471698094
197,36.09433962264153
198,38.86792452830189
199,38.50000000000002
200,37.877358490566024
201,38.10377358490565
202,38.86792452830189
203,38.86792452830189
204,11.801886792452832
205,18.000000000000004
206,38.18867924528301
207,38.867924528301906
208,38.13207547169811
209,38.47169811320753
210,37.82075471698112
211,37.99056603773584
212,38.86792452830189
213,37.90566037735848
214,38.78301886792453
215,37.76415094339622
216,37.849056603773576
217,38.78301886792455
218,38.18867924528301
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
